,asin,product,date,verified,title,desc,reviewer_name,rating
283,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 13, 2020",Verified Purchase,"
Don’t buy a waste of money you will see
","

  Amazon batteries rechargeable are basically a waste of money because overtime they don’t  hold a charge as long it’s more frustrating then it’s worth. It’s better just use fresh batteries I was trying to save some money but in all Reality it’s easier to have fresh batteries Plus you don’t have to worry about putting away a battery charger when not in use we all have chargers for different things why I have one for AA or AAA batteries when they don’t hold a full charge after a few times of using them.  If you buy you will see.

",Amazon Customer,1.0
284,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 13, 2020",Verified Purchase,"
Duracion de la carga de la battery
","

  Se descarga super rapido no travajas

",marco a.,1.0
285,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 13, 2020",Verified Purchase,"
Work great short term...
","

  After a year of having these, they no longer hold charge for long. They worked great in the first few months but in our FirePlace Remote they only last about 1-2 weeks before switching and recharging.

",LeGrimm,3.0
286,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 12, 2020",Verified Purchase,"
Good price
","

  Great replacement for phone

",Tobias,5.0
287,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 12, 2020",Verified Purchase,"
Almost perfect
","

  The score on remote control was left  blank.  Amazon needs an N/A option.  There is no remote.Anyway, I use a lot of AA batteries with my immitation candles.  This was the perfect answer.  I ordered more batteries for my other AA battery uses.I did find the charger a bit finicky. The charge is in pairs.  There is a light that comes on when it is charging.  Last time I paid attention to this and had trouble getting the light on.  I didn't pay attention to it the 1st time and there were no issues.  I may just need to ignore it.  Slap 4 batteries in and walk away.

",Karen Weiss,5.0
288,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"January 12, 2020",Verified Purchase,"
Muy practicas
","

  Buena idea!

",Ramon Dario Rodriguez,5.0
289,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 12, 2020",Verified Purchase,"
Good Power, Great Price
","

  The rechargeable batteries provide long lasting power for you electronics... remote controls, thermostats, electric toothbrushes, smoke detectors , wall clocks, flash lights. . .

",Gary J.,5.0
290,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 12, 2020",Verified Purchase,"
made in china
","

  I have ordered these battaries 1 year ago and it was made in Japan, but now i have got batteries in different pack and it was made in china

",alexandr,4.0
291,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 12, 2020",Verified Purchase,"
Good
","

  Good

",BERNARDO ALBA,5.0
292,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 11, 2020",Verified Purchase,"
The '+' end of the battery is too short to make contact - useless.
","

  The '+' end of the batteries is too short and does not make contact with my Energizer charger. Totally useless.

",Chris,1.0
293,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 11, 2020",Verified Purchase,"
MADE IN CHINA
","

  I wanted made in Japan, but got made in China batteries

",WI Buyer,1.0
294,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 11, 2020",Verified Purchase,"
Buy Eneloop batteries instead of these.
","

  Worst rechargeable batteries ever. Can barely hold a charge for a few weeks in a carbon monoxide or fire alarm sensor which use very little current.

",Mayno71,1.0
295,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 10, 2020",Verified Purchase,"
Damaged, weird hissing noise
","

  The batteries work more or less, but the batteries came scuffed (like the wrapping is beginning to peel) and the charger makes hissing noise. Just feels real cheap and suspect. Also the fact that you have to charge everything in pairs is annoying.

",Justin Pansacola,2.0
296,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 10, 2020",Verified Purchase,"
Rechargable Batteries
","

  A stupid question concerning remote control ability! Batteries charge well and work as advertised

",Dredger13,4.0
297,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 10, 2020",Verified Purchase,"
Worth it
","

  Great, easy to order, lasting a long time so far (8+ months)

",M. A. B,5.0
298,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 10, 2020",Verified Purchase,"
Fulfills the obligation
","

  Seems to be as described no issues

",chuck o.,4.0
299,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 10, 2020",Verified Purchase,"
Reliable
","

  Reliable as always.

",twokniveskatie,5.0
300,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 10, 2020",Verified Purchase,"
WON'T WORK !!!!
","

  1 purchased these batteries on March 3rd 2019 so I could use them after my big pack of regular batteries ran out. I checked them out for charge. Showed good. Put two of them in my computer mouse. It would not work! I tried them all. None worked. I put them in my charger and charged them. THEY STILL WON'T WORK !!!!!!!!!!!!!!!  I tried them in my flashlights. Won't work. Kids toys. Won't work.  THEY ARE CRAP !!!!!!!!!!!!!!!!!!!!!

",Ctjr,1.0
301,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 10, 2020",Verified Purchase,"
So far so good, however...
","

  Wow! A lot of mixed reviews about these. Running my own test over the twice-the-price Eneloops. No so worried about duration (similar mAh), rather, longevity is what I'm watching for. I will report back..One minor gripe - these batteries are advertised as ""Pre-charged"" yet half of them were almost totally dead out of the box.

",Christopher Deacon,4.0
302,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 9, 2020",Verified Purchase,"
Great Rechargeable Batteries
","

  Great rechargeable batteries with a larger capacity than my 8 year old Eneloops they are replacing. Hopefully they last a while as well.

",gk28,5.0
303,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 9, 2020",Verified Purchase,"
Works great!
","

  Had this awhile now and it works great! Would buy again!

",Melissa,5.0
304,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 8, 2020",Verified Purchase,"
Strong batteries
","

  These are just as good as the two major brands which are way over priced.

",TP2020,5.0
305,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 8, 2020",Verified Purchase,"
Very convenient for life
","

  Very easy to use since they are four pairs.I mainly use it for remote control and presentation pointer. Good enough, great product.

",Sean,5.0
306,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 8, 2020",Verified Purchase,"
they are electrified powerhouseq
","

  the flashlights light up

",edward b.,5.0
307,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 8, 2020",Verified Purchase,"
No problem solar.
","

  Ordered these for a set of solar lights, swapped the batteries out and they worked like a charm, and have been working since.

",Dennis,5.0
308,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 8, 2020",Verified Purchase,"
Fast deliver
","

  Good quality

",Kidsareblessing,5.0
309,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 8, 2020",Verified Purchase,"
Just what I wanted
","

  Performed as advertised

",David,5.0
310,B00HZV9WTM,Style: Batteries and Battery ChargerSize: AAA 8 Pack,"January 8, 2020",Not Verified,"
Batteries are no good
","

  These batteries worked for a month or two. After that, they struggle to charge. Even when they appear to be at full capacity, they last about 2 minutes in my headlamp when previously they would last about 1.5 hours.

",Jade,2.0
311,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 8, 2020",Verified Purchase,"
Great value
","

  Great rechargeable.Perfect for gamingComparable to more expensive brand batteries

",The Nocturnl,5.0
312,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 7, 2020",Verified Purchase,"
Work well and last
","

  These have saved us a small fortune. We all play Xbox on wireless controllers. I used to buy the battery packs for them but they would break and not hold a charge. These are the way to go. I wish I had them when my son was younger with his toys.

",Nicole,5.0
313,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 7, 2020",Verified Purchase,"
Recharging?
","

  I replaced the batteries in my wireless tv headset.  Strangely when connected to the cable, the light indicating that the batteries are recharging does not turn on.

",Viny,3.0
314,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"January 7, 2020",Verified Purchase,"
Great value
","

  Needed for my landlines, works great

",L. Gaggini,5.0
315,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 6, 2020",Verified Purchase,"
Good
","

  Good

",jason m. kendall,5.0
316,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 6, 2020",Verified Purchase,"
Failed after two recharges
","

  I would not recommend these batteries. I was only able to recharge them twice before they failed.

",YJC,1.0
317,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 6, 2020",Verified Purchase,"
Great value
","

  I always buy these and have a supply of many sizes in my home.  I like to have enough so that I never need to buy disposable batteries.  These hold a charge for a long time and are offered at a great price.

",D. M. Bateman,5.0
318,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 6, 2020",Verified Purchase,"
Good rechargeables
","

  Good batteries. Seem comparable to Eneloops but these have more life/power for a little less money. Worth purchasing.

",Scott,5.0
319,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 6, 2020",Verified Purchase,"
Pilas AA
","

  Excellent

",Cliente de Kindle,5.0
320,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 6, 2020",Verified Purchase,"
Suited For Purpose
","

  Appear to work as described. First experience; minimal time under use.

",JonWil,3.0
321,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 6, 2020",Verified Purchase,"
Junk
","

  Junk

",4075,1.0
322,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 5, 2020",Verified Purchase,"
The battery that keeps going.
","

  Great product! Charge last as expected.

",jeffery thormer,5.0
323,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 5, 2020",Verified Purchase,"
Not made in Japan
","

  I was expecting these batteries to be made in Japan as I thought I saw that in the photos, these are made in China. I will update the review once I use them for awhile. Next order will be for eneloop batteries.

",eric,3.0
324,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 5, 2020",Verified Purchase,"
AmazonBasics AA High-Capacity Rechargeable Batteries, Pre-charged
","

  This is the second set of  8 I have ordered. The first set was over a year and a half ago and still going strong. Love these yes a bit pricey upfront but if like me and go through a lot of batteries is well worth the cost. Besides better for the environment in the long run.

",Ksalerno,5.0
325,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 5, 2020",Verified Purchase,"
Doesn't last long, save up for better batteries
","

  I've only recharged these batteries 2 times and 4/16 are already dead.If I knew the batteries would die so quickly I'd have just bought some disposable batteries that are cheap instead of these more expensive batteries.

",Pamela C.,2.0
326,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 5, 2020",Verified Purchase,"
They come charged and works well.
","

  I have not need to recharge them since they arrived 3 weeks ago, but they work just fine.

",Rosalinda,4.0
327,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 5, 2020",Verified Purchase,"
Excelente
","

  Buena calidad, buen tiempo de duración excelente para artículos de recarga constante como mouse u teclados.

",E. Plaza Valencia,5.0
328,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 5, 2020",Verified Purchase,"
Best value
","

  They last a good amount of time and one of the best values for rechargeables.

",jesster,5.0
329,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"January 5, 2020",Verified Purchase,"
Die quickly
","

  They dont hold a charge and some came DOA

",Jordan J,1.0
330,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 5, 2020",Verified Purchase,"
Rechargeable AA batteries
","

  I haven’t used this yet. But great value

",JI,5.0
331,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 5, 2020",Verified Purchase,"
Good Quality
","

  Love having rechargeable batteries always on hand.

",Jendarby,5.0
332,B00HZV9WTM,Style: BatteriesSize: AAA 4 Pack,"January 5, 2020",Verified Purchase,"
Good enough
","

  It's a battery. Works like a battery.

",MickyT,5.0
333,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 4, 2020",Not Verified,"
Fail
","

  Wrong batteries

",j,1.0
334,B00HZV9WTM,Style: BatteriesSize: AA 4 Pack,"January 4, 2020",Verified Purchase,"
Batteries
","

  They are great

",Stephanie M Foster,5.0
335,B00HZV9WTM,Style: BatteriesSize: AAA 8 Pack,"January 4, 2020",Verified Purchase,"
Seem to be a good value
","

  These seem to be a good value. I hadn't used them enough to really know how they hold a charge.  I'll update this if it needs changing.

",djloe07,5.0
336,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 4, 2020",Verified Purchase,"
Lasts longer than regular capacity Amazon batteries
","

  Lasts longer than regular capacity Amazon batteries.

",SlickBuyer,5.0
337,B00HZV9WTM,Style: BatteriesSize: AA 8 Pack,"January 4, 2020",Verified Purchase,"
Great set of batteries
","

  Perfect

",Memyselfandi,5.0
